RowID,Name,smiles-joint,cation,anion,econd_15,econd_20,econd_25,econd_30,econd_40,econd_50,econd_60,econd_70
IL0000,1-butyl-3-methylimidazolium hexafluorophosphate,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,CCCCn1cc[n+](C)c1,F[P-](F)(F)(F)(F)F,0.087866667,0.124375,0.153678571,0.1815,0.286666667,0.442222222,0.6072,0.8484
IL0001,1-butyl-3-methylimidazolium trifluoroacetate,CCCCn1cc[n+](C)c1.[O-]C(=O)C(F)(F)F,CCCCn1cc[n+](C)c1,[O-]C(=O)C(F)(F)F,0.205,0.24,0.365666667,0.4635,0.676,1.05,1.24,1.75
IL0002,1-octyl-3-methylimidazolium hexafluorophosphate,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,CCCCCCCC[n+]1ccn(C)c1,F[P-](F)(F)(F)(F)F,0.01232,0.018,0.026533333,0.035775,0.065525,0.10948,0.171,0.2535
IL0003,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,CCn1cc[n+](C)c1.[O-][S](=O)(=O)C(F)(F)F,CCn1cc[n+](C)c1,[O-][S](=O)(=O)C(F)(F)F,0.6482,0.772333333,0.889,1.006333333,1.34156,1.63525,2.0508,2.279
IL0004,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,CCCCn1cc[n+](C)c1.FC(F)(F)[S](=O)(=O)[N-][S](=O)(=O)C(F)(F)F,CCCCn1cc[n+](C)c1,FC(F)(F)[S](=O)(=O)[N-][S](=O)(=O)C(F)(F)F,0.262,0.334601467,0.389515789,0.479114286,0.664393333,0.87425,1.159888889,1.462142857
IL0007,1-butyl-3-methylimidazolium tetrafluoroborate,CCCCn1cc[n+](C)c1.F[B-](F)(F)F,CCCCn1cc[n+](C)c1,F[B-](F)(F)F,0.2045,0.254557143,0.348952632,0.446092857,0.656481818,0.919018182,1.18944,1.4682375
IL0008,1-ethyl-3-methylimidazolium ethyl sulfate,CCn1cc[n+](C)c1.CCO[S]([O-])(=O)=O,CCn1cc[n+](C)c1,CCO[S]([O-])(=O)=O,0.224166667,0.2965,0.3882,0.475333333,0.70375,0.9905,1.3177,1.747
IL0017,1-methyl-3-octylimidazolium tetrafluoroborate,CCCCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,CCCCCCCC[n+]1ccn(C)c1,F[B-](F)(F)F,0.0306,0.042833333,0.061725,0.07865,0.131725,0.2042,0.3045,0.422
IL0021,1-hexyl-3-methylimidazolium hexafluorophosphate,CCCCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,CCCCCCn1cc[n+](C)c1,F[P-](F)(F)(F)(F)F,0.026615,0.038333333,0.054783333,0.07342,0.12848,0.203916667,0.3134,0.45
IL0022,1-hexyl-3-methylimidazolium tetrafluoroborate,CCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,CCCCCCn1cc[n+](C)c1,F[B-](F)(F)F,0.06595,0.0893,0.129475,0.15965,0.25435,0.3876,0.56605,0.7633
IL0023,1-ethyl-3-methylimidazolium tetrafluoroborate,CCn1cc[n+](C)c1.F[B-](F)(F)F,CCn1cc[n+](C)c1,F[B-](F)(F)F,0.938775,1.27746,1.514647059,1.75365,2.2837,2.890475,3.60095,4.3821
IL0027,1-butyl-3-methylimidazolium acetate,CCCCn1cc[n+](C)c1.CC([O-])=O,CCCCn1cc[n+](C)c1,CC([O-])=O,0.02025,0.0331,0.0498,0.07434,0.137275,0.239033333,0.367933333,0.5319
IL0028,1-butyl-3-methylimidazolium dicyanamide,CCCCn1cc[n+](C)c1.N#C[N-]C#N,CCCCn1cc[n+](C)c1,N#C[N-]C#N,0.636333333,0.9475,1.101285714,1.3445,1.814,2.352,2.583666667,3.396
IL0030,1-ethyl-3-methylimidazolium 4-methylbenzenesulfonate,CCn1cc[n+](C)c1.Cc1ccc(cc1)[S]([O-])(=O)=O,CCn1cc[n+](C)c1,Cc1ccc(cc1)[S]([O-])(=O)=O,0.025645,0.0148,0.05595,0.0409,0.0915,0.176,0.332,0.512
IL0033,triethyl(pentyl)phosphonium bis((trifluoromethyl)sulfonyl)amide,CCCCC[P+](CC)(CC)CC.FC(F)(F)[S](=O)(=O)[N-][S](=O)(=O)C(F)(F)F,CCCCC[P+](CC)(CC)CC,FC(F)(F)[S](=O)(=O)[N-][S](=O)(=O)C(F)(F)F,0.1002,0.1301,0.1741,0.20735,0.31005,0.43875,0.599,0.785
IL0037,1-butylpyridinium tetrafluoroborate,CCCC[n+]1ccccc1.F[B-](F)(F)F,CCCC[n+]1ccccc1,F[B-](F)(F)F,0.1282,0.1678,0.242,0.297333333,0.48,0.724,0.9855,1.151
IL0039,1-methyl-1-propylpyrrolidinium bis(fluorosulfonyl)amide,CCC[N+]1(C)CCCC1.F[S](=O)(=O)[N-][S](F)(=O)=O,CCC[N+]1(C)CCCC1,F[S](=O)(=O)[N-][S](F)(=O)=O,0.62,0.72,0.8075,1.017,1.3095,1.622,1.92,2.32
IL0040,1-butyl-1-methylpyrrolidinium bis(fluorosulfonyl)amide,CCCC[N+]1(C)CCCC1.F[S](=O)(=O)[N-][S](F)(=O)=O,CCCC[N+]1(C)CCCC1,F[S](=O)(=O)[N-][S](F)(=O)=O,0.439,0.374,0.677,0.5305,0.722,0.947,1.205,1.4875
IL0041,1-butyl-3-methylimidazolium trifluoromethanesulfonate,CCCCn1cc[n+](C)c1.[O-][S](=O)(=O)C(F)(F)F,CCCCn1cc[n+](C)c1,[O-][S](=O)(=O)C(F)(F)F,0.1808,0.23,0.293666667,0.322666667,0.477,0.642,0.891333333,1.1285
IL0059,1-ethyl-3-methylimidazolium tetracyanoborate,CCn1cc[n+](C)c1.N#C[B-](C#N)(C#N)C#N,CCn1cc[n+](C)c1,N#C[B-](C#N)(C#N)C#N,1.088,1.311,1.556,1.808,2.379,3.012,3.694,4.412
IL0070,1-ethyl-3-methylimidazolium methanesulfonate,CCn1cc[n+](C)c1.C[S]([O-])(=O)=O,CCn1cc[n+](C)c1,C[S]([O-])(=O)=O,0.142,0.1991,0.309725,0.345866667,0.5555,0.824,1.155,1.5495
IL0072,1-ethyl-3-methylimidazolium dicyanamide,CCn1cc[n+](C)c1.N#C[N-]C#N,CCn1cc[n+](C)c1,N#C[N-]C#N,2.1886,2.532,2.80262,3.246366667,4.090766667,4.988833333,6.21245,6.9605
IL0091,1-ethyl-3-methylimidazolium octyl sulfate,CCn1cc[n+](C)c1.CCCCCCCCO[S]([O-])(=O)=O,CCn1cc[n+](C)c1,CCCCCCCCO[S]([O-])(=O)=O,0.025,0.034,0.046,0.06,0.098,0.153,0.232,0.329
IL0101,1-ethyl-3-methylimidazolium acetate,CCn1cc[n+](C)c1.CC([O-])=O,CCn1cc[n+](C)c1,CC([O-])=O,0.175,0.2154,0.311775,0.37756,0.5982,0.94,1.2785,1.7297
IL0128,1-decyl-3-methylimidazolium tetrafluoroborate,CCCCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,CCCCCCCCCCn1cc[n+](C)c1,F[B-](F)(F)F,0.01845,0.02575,0.036475,0.04655,0.07835,0.124,0.189,0.2855
IL0130,1-methyl-1-octylpyrrolidinium bis(trifluoromethylsulfonyl)amide,CCCCCCCC[N+]1(C)CCCC1.FC(F)(F)[S](=O)(=O)[N-][S](=O)(=O)C(F)(F)F,CCCCCCCC[N+]1(C)CCCC1,FC(F)(F)[S](=O)(=O)[N-][S](=O)(=O)C(F)(F)F,0.04,0.061,0.081,0.11,0.16,0.25,0.33,0.47
IL0157,1-(2-hydroxyethyl)-1-methylpyrrolidin-1-ium bis((trifluoromethyl)sulfonyl)amide,C[N+]1(CCO)CCCC1.FC(F)(F)[S](=O)(=O)[N-][S](=O)(=O)C(F)(F)F,C[N+]1(CCO)CCCC1,FC(F)(F)[S](=O)(=O)[N-][S](=O)(=O)C(F)(F)F,0.141,0.184,0.23,0.285,0.418,0.578,0.777,0.999
IL0241,3-(cyanomethyl)-1-methyl-1H-imidazol-3-ium bis((trifluoromethyl)sulfonyl)amide,Cn1cc[n+](CC#N)c1.FC(F)(F)[S](=O)(=O)[N-][S](=O)(=O)C(F)(F)F,Cn1cc[n+](CC#N)c1,FC(F)(F)[S](=O)(=O)[N-][S](=O)(=O)C(F)(F)F,0.0439,0.0648,0.0919,0.1294,0.225,0.36,0.536,0.756
IL0293,1-butylpyridinium dicyanamide,CCCC[n+]1ccccc1.N#C[N-]C#N,CCCC[n+]1ccccc1,N#C[N-]C#N,1.051,1.241,1.175,1.3895,1.8615,2.426,3.0415,4.212
IL0324,1-(methoxymethyl)-1-methylpyrrolidinium bis(fluorosulfonyl)amide,COC[N+]1(C)CCCC1.F[S](=O)(=O)[N-][S](F)(=O)=O,COC[N+]1(C)CCCC1,F[S](=O)(=O)[N-][S](F)(=O)=O,0.772,0.898,1.033,1.178,1.492,1.841,2.222,2.636
IL0325,"N-ethyl-N,N-dimethylheptanaminium bis((trifluoromethyl)sulfonyl)amide",CCCCCCC[N+](C)(C)CC.FC(F)(F)[S](=O)(=O)[N-][S](=O)(=O)C(F)(F)F,CCCCCCC[N+](C)(C)CC,FC(F)(F)[S](=O)(=O)[N-][S](=O)(=O)C(F)(F)F,0.0454,0.0614,0.081,0.1049,0.1668,0.249,0.353,0.48
IL0333,"N,N-dimethylpropionamidium bis(trifluoromethanesulfonyl)amide",CCC(=O)[NH+](C)C.FC(F)(F)[S](=O)(=O)[N-][S](=O)(=O)C(F)(F)F,CCC(=O)[NH+](C)C,FC(F)(F)[S](=O)(=O)[N-][S](=O)(=O)C(F)(F)F,0.136,0.177,0.225,0.28,0.415,0.585,0.787,1.014
IL0396,1-butyl-3-methylimidazolium hydrogen carbonate,CCCCn1cc[n+](C)c1.OC([O-])=O,CCCCn1cc[n+](C)c1,OC([O-])=O,0.274,0.322,0.376,0.439,0.557,0.689,0.823,0.963
IL0397,3-methyl-1-pentylimidazolium hydrogen carbonate,CCCCC[n+]1ccn(C)c1.OC([O-])=O,CCCCC[n+]1ccn(C)c1,OC([O-])=O,0.143,0.193,0.248,0.305,0.428,0.553,0.671,0.794
IL0398,1-methyl-3-propylimidazolium dihydrogen phosphate,CCC[n+]1ccn(C)c1.O[P](O)([O-])=O,CCC[n+]1ccn(C)c1,O[P](O)([O-])=O,0.469,0.536,0.613,0.693,0.879,1.082,1.302,1.546
IL0399,1-butyl-3-methylimidazolium dihydrogen phosphate,CCCCn1cc[n+](C)c1.O[P](O)([O-])=O,CCCCn1cc[n+](C)c1,O[P](O)([O-])=O,0.303,0.359,0.419,0.483,0.628,0.788,0.965,1.159
IL0400,1-methyl-3-pentylimidazolium dihydrogen phosphate,CCCCC[n+]1ccn(C)c1.O[P](O)([O-])=O,CCCCC[n+]1ccn(C)c1,O[P](O)([O-])=O,0.164,0.201,0.243,0.29,0.398,0.523,0.665,0.825
IL1324,1-butyl-3-methylimidazolium bis(perfluoroethylsulfonyl)imide,CCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[S](=O)(=O)[N-][S](=O)(=O)C(F)(F)C(F)(F)F,CCCCn1cc[n+](C)c1,FC(F)(F)C(F)(F)[S](=O)(=O)[N-][S](=O)(=O)C(F)(F)C(F)(F)F,0.0853,0.1111,0.1475,0.18645,0.279,0.4,0.5445,0.724
IL1325,1-butyl-3-methylimidazolium bis(fluorosulfonyl)imide,CCCCn1cc[n+](C)c1.F[S](=O)(=O)[N-][S](F)(=O)=O,CCCCn1cc[n+](C)c1,F[S](=O)(=O)[N-][S](F)(=O)=O,0.561,0.681,0.816,0.953,1.273,1.636,2.038,2.475
IL1331,1-hexylpyridinium bis(trifluromethylsulfonyl)imide,CCCCCC[n+]1ccccc1.FC(F)(F)[S](=O)(=O)[N-][S](=O)(=O)C(F)(F)F,CCCCCC[n+]1ccccc1,FC(F)(F)[S](=O)(=O)[N-][S](=O)(=O)C(F)(F)F,0.1,0.122,0.1645,0.189333333,0.282333333,0.394,0.5295,0.569
IL1344,"N,N-dimethyl-N-ethyl-N-pentylammonium bis(trifluoromethylsulfonyl)",CCCCC[N+](C)(C)CC.FC(F)(F)[S](=O)(=O)[N-][S](=O)(=O)C(F)(F)F,CCCCC[N+](C)(C)CC,FC(F)(F)[S](=O)(=O)[N-][S](=O)(=O)C(F)(F)F,0.08,0.1067,0.1392,0.1779,0.275,0.401,0.556,0.741
IL1346,"N,N-dimethylformamide bis 1,1,1-trifluoro-N-((trifluoromethyl)sulfonyl)methanesulfonamide (1:1)",C[NH+](C)C=O.FC(F)(F)[S](=O)(=O)[N-][S](=O)(=O)C(F)(F)F,C[NH+](C)C=O,FC(F)(F)[S](=O)(=O)[N-][S](=O)(=O)C(F)(F)F,0.465,0.57,0.687,0.815,1.108,1.441,1.808,2.21
IL1350,1-metyl-3-propylimidazolium hydrogen carbonate,CCC[n+]1ccn(C)c1.OC([O-])=O,CCC[n+]1ccn(C)c1,OC([O-])=O,0.487,0.547,0.606,0.662,0.785,0.908,1.026,1.142
IL1361,1-butyronitrile-3-methylimidazolium tetrafluoroborate,C[n+]1ccn(CCCC#N)c1.F[B-](F)(F)F,C[n+]1ccn(CCCC#N)c1,F[B-](F)(F)F,0.058,0.0525,0.123,0.1135,0.22,0.39,0.474,0.734
IL1489,"1-butyl-3-methylpyridinium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",CCCC[n+]1cccc(C)c1.FC(F)(F)[S](=O)(=O)[N-][S](=O)(=O)C(F)(F)F,CCCC[n+]1cccc(C)c1,FC(F)(F)[S](=O)(=O)[N-][S](=O)(=O)C(F)(F)F,0.172,0.217,0.272,0.335,0.49,0.69,0.91,1.16
IL1499,"1-hexyl-3-methylpyridinium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",CCCCCC[n+]1cccc(C)c1.FC(F)(F)[S](=O)(=O)[N-][S](=O)(=O)C(F)(F)F,CCCCCC[n+]1cccc(C)c1,FC(F)(F)[S](=O)(=O)[N-][S](=O)(=O)C(F)(F)F,0.0885,0.1157,0.148,0.1869,0.283,0.406,0.553,0.728
IL1508,"2-(acetyloxy)-N-ethyl-N,N-dimethylethanaminium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",CC[N+](C)(C)CCOC(C)=O.FC(F)(F)[S](=O)(=O)[N-][S](=O)(=O)C(F)(F)F,CC[N+](C)(C)CCOC(C)=O,FC(F)(F)[S](=O)(=O)[N-][S](=O)(=O)C(F)(F)F,0.0549,0.0771,0.1052,0.1395,0.2287,0.348,0.498,0.68
IL1591,1-ethyl-3-methyl-1H-imidazolium bis(fluorosulfonyl)amide,CCn1cc[n+](C)c1.F[S](=O)(=O)[N-][S](F)(=O)=O,CCn1cc[n+](C)c1,F[S](=O)(=O)[N-][S](F)(=O)=O,1.22,1.43,1.574666667,1.86,2.35,2.89,3.48,4.13
IL1755,1-ethylimidazolium bis[(trifluoromethyl)sulfonyl]imide,CCn1cc[nH+]c1.FC(F)(F)[S](=O)(=O)[N-][S](=O)(=O)C(F)(F)F,CCn1cc[nH+]c1,FC(F)(F)[S](=O)(=O)[N-][S](=O)(=O)C(F)(F)F,0.238,0.2495,0.306,0.436,0.555333333,0.8335,0.956333333,1.367
IL1766,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,CCCCCCn1cc[n+](C)c1.FC(F)(F)[S](=O)(=O)[N-][S](=O)(=O)C(F)(F)F,CCCCCCn1cc[n+](C)c1,FC(F)(F)[S](=O)(=O)[N-][S](=O)(=O)C(F)(F)F,0.135416667,0.173371429,0.2192,0.2704,0.393,0.5465,0.725,0.939
IL1767,1-methyl-3-propylimidazolium bis[(trifluoromethyl)sulfonyl]imide,CCC[n+]1ccn(C)c1.FC(F)(F)[S](=O)(=O)[N-][S](=O)(=O)C(F)(F)F,CCC[n+]1ccn(C)c1,FC(F)(F)[S](=O)(=O)[N-][S](=O)(=O)C(F)(F)F,0.359,0.398,0.442666667,0.625333333,0.86,1.121666667,1.5515,1.91
IL1768,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,CCCC[N+]1(C)CCCC1.FC(F)(F)[S](=O)(=O)[N-][S](=O)(=O)C(F)(F)F,CCCC[N+]1(C)CCCC1,FC(F)(F)[S](=O)(=O)[N-][S](=O)(=O)C(F)(F)F,0.1595,0.216025,0.271153846,0.330177778,0.476275,0.6491875,0.843875,1.0758
IL1770,1-butylpyridinium bis[(trifluoromethyl)sulfonyl]imide,CCCC[n+]1ccccc1.FC(F)(F)[S](=O)(=O)[N-][S](=O)(=O)C(F)(F)F,CCCC[n+]1ccccc1,FC(F)(F)[S](=O)(=O)[N-][S](=O)(=O)C(F)(F)F,0.1983,0.2412,0.3179,0.373285714,0.536888889,0.709,0.945,1.106
IL1771,1-methyl-1-propylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,CCC[N+]1(C)CCCC1.FC(F)(F)[S](=O)(=O)[N-][S](=O)(=O)C(F)(F)F,CCC[N+]1(C)CCCC1,FC(F)(F)[S](=O)(=O)[N-][S](=O)(=O)C(F)(F)F,0.268333333,0.32875,0.3662,0.5022,0.684333333,0.9176,1.181,1.493333333
IL1773,1-(2-hydroxyethyl)-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,Cn1cc[n+](CCO)c1.FC(F)(F)[S](=O)(=O)[N-][S](=O)(=O)C(F)(F)F,Cn1cc[n+](CCO)c1,FC(F)(F)[S](=O)(=O)[N-][S](=O)(=O)C(F)(F)F,0.1847,0.2445,0.3145,0.3955,0.5975,0.8415,1.126,1.4785
IL1775,1-ethylpyridinium bis[(trifluoromethyl)sulfonyl]imide,CC[n+]1ccccc1.FC(F)(F)[S](=O)(=O)[N-][S](=O)(=O)C(F)(F)F,CC[n+]1ccccc1,FC(F)(F)[S](=O)(=O)[N-][S](=O)(=O)C(F)(F)F,0.525,0.5725,0.661,0.728,0.975333333,1.249666667,1.572666667,1.335
IL1808,1-methyl-3-octylimidazolium bis(trifluoromethylsulfonyl)imide,CCCCCCCC[n+]1ccn(C)c1.FC(F)(F)[S](=O)(=O)[N-][S](=O)(=O)C(F)(F)F,CCCCCCCC[n+]1ccn(C)c1,FC(F)(F)[S](=O)(=O)[N-][S](=O)(=O)C(F)(F)F,0.0784,0.102975,0.13342,0.1647,0.2467,0.354,0.475,0.627
IL1810,3-methyl-1-propylpyridinium bis(trifluoromethylsulfonyl)imide,CCC[n+]1cccc(C)c1.FC(F)(F)[S](=O)(=O)[N-][S](=O)(=O)C(F)(F)F,CCC[n+]1cccc(C)c1,FC(F)(F)[S](=O)(=O)[N-][S](=O)(=O)C(F)(F)F,0.253,0.318,0.393,0.476,0.671,0.904,1.179,1.485
IL1812,"N-ethyl-N,N-dimethyl-2-methoxyethylammonium bis(trifluoromethylsulfonyl)imide",CC[N+](C)(C)CCOC.FC(F)(F)[S](=O)(=O)[N-][S](=O)(=O)C(F)(F)F,CC[N+](C)(C)CCOC,FC(F)(F)[S](=O)(=O)[N-][S](=O)(=O)C(F)(F)F,0.182,0.23,0.294333333,0.331,0.423,0.527,0.465,0.551
IL1834,"N-ethyl-2-(2-methoxyethoxy)-N,N-dimethylethanaminium bis(trifluoromethylsulfonyl)imide",CC[N+](C)(C)CCOCCOC.FC(F)(F)[S](=O)(=O)[N-][S](=O)(=O)C(F)(F)F,CC[N+](C)(C)CCOCCOC,FC(F)(F)[S](=O)(=O)[N-][S](=O)(=O)C(F)(F)F,0.1622,0.2061,0.257,0.315,0.451,0.616,0.81,1.025
IL1835,1-(2-hydroxyethyl)-pyridinium bis(trifluoromethylsulfonyl)imide,OCC[n+]1ccccc1.FC(F)(F)[S](=O)(=O)[N-][S](=O)(=O)C(F)(F)F,OCC[n+]1ccccc1,FC(F)(F)[S](=O)(=O)[N-][S](=O)(=O)C(F)(F)F,0.132,0.178,0.233,0.299,0.461,0.668,0.912,1.204
IL1867,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,CCn1cc[n+](C)c1.FC(F)(F)[S](=O)(=O)[N-][S](=O)(=O)C(F)(F)F,CCn1cc[n+](C)c1,FC(F)(F)[S](=O)(=O)[N-][S](=O)(=O)C(F)(F)F,0.640433333,0.773777778,0.924307692,1.035588889,1.350972727,1.729866667,2.11866,2.67834
IL1903,1-hexyl-4-methylpyridinium bis(trifluoromethanesulfonyl)imide,CCCCCC[n+]1ccc(C)cc1.FC(F)(F)[S](=O)(=O)[N-][S](=O)(=O)C(F)(F)F,CCCCCC[n+]1ccc(C)cc1,FC(F)(F)[S](=O)(=O)[N-][S](=O)(=O)C(F)(F)F,0.1101,0.1447,0.1852,0.231,0.346,0.487,0.652,0.861
IL0009,1-butyl-3-methylimidazolium methyl sulfate,CCCCn1cc[n+](C)c1.CO[S]([O-])(=O)=O,CCCCn1cc[n+](C)c1,CO[S]([O-])(=O)=O,,0.104,0.117,0.175,0.28025,0.4235,0.61325,0.883
IL0075,1-butyl-3-methylimidazolium hexafluoroantimonate,CCCCn1cc[n+](C)c1.F[Sb-](F)(F)(F)(F)F,CCCCn1cc[n+](C)c1,F[Sb-](F)(F)(F)(F)F,,0.22,0.273,0.328,0.456,0.621,0.916,1.136
IL0094,1-(2-methoxyethyl)-1-methylpyrrolidinium bis((trifluoromethyl)sulfonyl)amide,COCC[N+]1(C)CCCC1.FC(F)(F)[S](=O)(=O)[N-][S](=O)(=O)C(F)(F)F,COCC[N+]1(C)CCCC1,FC(F)(F)[S](=O)(=O)[N-][S](=O)(=O)C(F)(F)F,,0.343,0.3665,0.4145,0.4985,0.568,0.6475,0.722
IL0095,1-butyl-3-methylimidazolium thiocyanate,CCCCn1cc[n+](C)c1.[S-]C#N,CCCCn1cc[n+](C)c1,[S-]C#N,,0.386,0.55,0.676,0.8925,1.1545,1.435,1.194
IL0096,1-ethyl-3-methylimidazolium thiocyanate,CCn1cc[n+](C)c1.[S-]C#N,CCn1cc[n+](C)c1,[S-]C#N,,1.666,1.874,2.083,2.551,3.076,3.612,4.177
IL0117,1-hexyl-3-methylimidazolium dicyanamide,CCCCCCn1cc[n+](C)c1.N#C[N-]C#N,CCCCCCn1cc[n+](C)c1,N#C[N-]C#N,,0.42,0.517,0.626,0.874,1.158,1.479,1.83
IL0148,1-dodecyl-3-methylimidazolium tetrafluoroborate,CCCCCCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,CCCCCCCCCCCCn1cc[n+](C)c1,F[B-](F)(F)F,,0.0164,0.0226,0.0304,0.05195,0.08675,0.131,0.1935
IL0223,"N,N-diethyl-2-methoxy-N-methylethan-1-aminium bis((trifluoromethyl)sulfonyl)amide",CC[N+](C)(CC)CCOC.FC(F)(F)[S](=O)(=O)[N-][S](=O)(=O)C(F)(F)F,CC[N+](C)(CC)CCOC,FC(F)(F)[S](=O)(=O)[N-][S](=O)(=O)C(F)(F)F,,0.216,0.26,0.336,0.488,0.67,0.869,1.09
IL0236,"N,N-diethyl-2-methoxy-N-methylethan-1-aminium tetrafluoroborate",CC[N+](C)(CC)CCOC.F[B-](F)(F)F,CC[N+](C)(CC)CCOC,F[B-](F)(F)F,,0.0821,0.13,0.153,0.262,0.414,0.612,0.857
IL0248,"3,5-dimethyl-1-octylpyridinium bis(trifluoromethylsulfonyl)amide",CCCCCCCC[n+]1cc(C)cc(C)c1.FC(F)(F)[S](=O)(=O)[N-][S](=O)(=O)C(F)(F)F,CCCCCCCC[n+]1cc(C)cc(C)c1,FC(F)(F)[S](=O)(=O)[N-][S](=O)(=O)C(F)(F)F,,0.0564,0.0744,0.0961,0.1523,0.227,0.322,0.44
IL0249,"1-butyl-3,5-dimethylpyridinium bis(trifluoromethylsulfonyl)amide",CCCC[n+]1cc(C)cc(C)c1.FC(F)(F)[S](=O)(=O)[N-][S](=O)(=O)C(F)(F)F,CCCC[n+]1cc(C)cc(C)c1,FC(F)(F)[S](=O)(=O)[N-][S](=O)(=O)C(F)(F)F,,0.1548,0.1984,0.249,0.375,0.532,0.732,0.948
IL0250,"1,3-dimethylimidazolium bis((trifluoromethyl)sulfonyl)amide",Cn1cc[n+](C)c1.FC(F)(F)[S](=O)(=O)[N-][S](=O)(=O)C(F)(F)F,Cn1cc[n+](C)c1,FC(F)(F)[S](=O)(=O)[N-][S](=O)(=O)C(F)(F)F,,0.745,0.837,1.015666667,1.324,1.639,2.198,2.667
IL0290,"1-butyl-2,3-dimethylpyridinium bis(trifluoromethylsulfonyl)amide",CCCC[n+]1cccc(C)c1C.FC(F)(F)[S](=O)(=O)[N-][S](=O)(=O)C(F)(F)F,CCCC[n+]1cccc(C)c1C,FC(F)(F)[S](=O)(=O)[N-][S](=O)(=O)C(F)(F)F,,0.1163,0.1541,0.1994,0.314,0.464,0.649,0.832
IL0340,1-(2-methoxyethyl)pyridinium bis(trifluoromethylsulfonyl)amide,COCC[n+]1ccccc1.FC(F)(F)[S](=O)(=O)[N-][S](=O)(=O)C(F)(F)F,COCC[n+]1ccccc1,FC(F)(F)[S](=O)(=O)[N-][S](=O)(=O)C(F)(F)F,,0.328,0.379,0.427,0.529,0.63,0.732,0.835
IL0342,1-methyl-3-propylimidazolium dicyanamide,CCC[n+]1ccn(C)c1.N#C[N-]C#N,CCC[n+]1ccn(C)c1,N#C[N-]C#N,,1.486,1.746,2.027,2.651,3.344,4.107,4.927
IL0343,3-methyl-1-pentylimidazolium dicyanamide,CCCCC[n+]1ccn(C)c1.N#C[N-]C#N,CCCCC[n+]1ccn(C)c1,N#C[N-]C#N,,0.619,0.756,0.902,1.238,1.626,2.052,2.519
IL0405,N-(2-hydroxyethyl)benzenaminium pentanoate,OCC[NH2+]c1ccccc1.CCCCC([O-])=O,OCC[NH2+]c1ccccc1,CCCCC([O-])=O,,0.000504,0.000603,0.000706,0.000956,0.001255,0.001612,0.002076
IL0406,N-(2-hydroxyethyl)benzenaminium butyrate,OCC[NH2+]c1ccccc1.CCCC([O-])=O,OCC[NH2+]c1ccccc1,CCCC([O-])=O,,0.000401,0.000435,0.000469,0.000583,0.000786,0.001008,0.001289
IL0407,N-(2-hydroxyethyl)benzenaminium hexanoate,OCC[NH2+]c1ccccc1.CCCCCC([O-])=O,OCC[NH2+]c1ccccc1,CCCCCC([O-])=O,,0.000831,0.000954,0.001089,0.001411,0.001734,0.002074,0.002472
IL0408,N-(2-hydroxyethyl)benzenaminium propionate,OCC[NH2+]c1ccccc1.CCC([O-])=O,OCC[NH2+]c1ccccc1,CCC([O-])=O,,0.000287,0.000308,0.000353,0.000438,0.000584,0.000704,0.000884
IL0463,1-pentyl-3-methylimidazolium thiocyanate,CCCCC[n+]1ccn(C)c1.[S-]C#N,CCCCC[n+]1ccn(C)c1,[S-]C#N,,0.342,0.394,0.468,0.602,0.779,0.954,1.151
IL0464,1-propyl-3-methylimidazolium thiocyanate,CCC[n+]1ccn(C)c1.[S-]C#N,CCC[n+]1ccn(C)c1,[S-]C#N,,0.669,0.743,0.84,1.043,1.302,1.607,1.941
IL0480,"2,3-dimethyl-1-octylpyridinium bis(trifluoromethylsulfonyl)amide",CCCCCCCC[n+]1cccc(C)c1C.FC(F)(F)[S](=O)(=O)[N-][S](=O)(=O)C(F)(F)F,CCCCCCCC[n+]1cccc(C)c1C,FC(F)(F)[S](=O)(=O)[N-][S](=O)(=O)C(F)(F)F,,0.0409,0.0559,0.0746,0.1246,0.1937,0.284,0.414
